id,lat,lng,duration
77,37.3075128,127.0850497,14344514.0
78,35.4421832,129.3157678,1011391.0
79,,,
80,37.272975,127.0432025,14374714.0
81,37.3897502,126.9525047,15175280.0
82,35.5574066,129.2624922,1392809.0
83,35.51257520000001,129.3129712,856672.0
84,35.5321287,129.3316078,780362.0
85,35.6456156,129.3469642,1907302.0
86,35.5309622,129.3279693,696196.0
87,35.535045,129.3266082,766705.0
88,35.5757714,129.3072456,1654042.0
89,35.5479587,129.2795462,1408538.0
90,35.1298466,129.1110979,2828873.0
91,35.5302189,129.3257731,753959.0
92,35.5486245,129.251487,1479839.0
93,35.5454037,129.2632249,1158438.0
94,35.5581117,129.3560159,975530.0
95,35.1687522,129.1804932,2780066.0
96,35.0747651,129.0728051,3540948.0
97,35.5514583,129.253809,1408867.0
98,37.4890187,127.1009042,15010728.0
99,37.2712178,127.0398592,14463233.0
100,35.0576502,128.9641553,4195575.0
101,35.5316842,129.3223309,837587.0
102,35.5416433,129.3027713,1123518.0
103,37.3085083,126.839768,15141814.0
104,,,
105,35.5757714,129.3072456,1653914.0
106,37.4806489,126.9919492,15193539.0
107,37.5190781,127.1015754,14787431.0
108,35.5466828,129.340801,1008356.0
109,35.1739082,129.0506867,3787267.0
110,35.4945203,129.2381731,1441646.0
111,37.2564078,127.0776074,14129911.0
112,35.5395993,129.2898337,1333382.0
113,37.4936806,126.8681767,15549555.0
114,35.1880242,128.9916491,3289720.0
115,35.4267465,129.3307966,984763.0
116,37.0013181,127.9905003,11481308.0
117,35.4945203,129.2381731,1441646.0
118,35.1880242,128.9916491,3289730.0
119,37.4123666,127.2560348,13765467.0
120,37.4920614,126.8512744,15717714.0
121,35.5532092,129.3120535,1369218.0
122,37.4876572,127.0684907,15172186.0
123,35.5371565,129.298858,1096908.0
124,35.4375595,129.309122,1137537.0
125,35.1793898,129.1782709,2440633.0
126,35.5646515,129.2686128,1605629.0
127,35.5524304,129.2547533,1357249.0
128,35.1757227,129.1296644,2650243.0
129,,,
130,,,
131,37.472383,126.873161,15442560.0
132,35.4357119,129.2981771,1041696.0
133,35.410871,129.28256,1277804.0
134,35.2195427,128.6887877,4839779.0
135,35.535278,129.3330654,750506.0
136,35.5643173,129.2235059,1670143.0
137,37.5686577,126.9103495,15907045.0
138,37.4750181,126.9690285,15207470.0
139,37.4522416,126.8848985,15206220.0
140,35.2214275,128.5956788,4501650.0
141,36.0805879,129.5590291,4907635.0
142,35.1601611,129.1467459,2736579.0
143,35.4408892,129.3118067,1280942.0
144,35.5363311,129.3496819,665597.0
145,35.5408867,129.29268,1264659.0
146,35.5216019,129.3143875,929013.0
147,35.435854,129.297958,1040849.0
148,35.1401077,128.9839287,3786129.0
149,35.5318586,129.3252795,760865.0
150,35.4360786,129.2978614,1042543.0
151,35.258333,129.085996,2670749.0
152,35.4357119,129.2981771,1041696.0
153,35.4268975,129.3091499,1096321.0
154,35.1725018,129.1805486,2573025.0
155,35.5351,129.3340802,846115.0
156,35.182222,129.116082,2765821.0
157,37.5482051,127.0552403,15341425.0
158,35.4267465,129.3307966,984763.0
159,36.3365309,127.4126125,11068313.0
160,35.4357119,129.2981771,1041696.0
161,35.524352,129.317304,872471.0
162,35.19643,128.2144067,5770365.0
163,35.2525425,129.0117899,3334815.0
164,35.5477036,129.2577864,1315172.0
165,35.5239552,129.3269081,610579.0
166,35.5534193,129.3384413,1008942.0
167,35.2374354,129.0127014,3294112.0
168,35.543909,129.3224087,914676.0
169,35.530284,129.3316674,676159.0
170,35.644588,129.3528526,1920807.0
171,35.2397729,128.6526388,4612061.0
172,37.3492003,126.9796699,14557610.0
173,35.1786597,129.1731054,2327502.0
174,35.6243916,129.1400013,2530240.0
175,37.501379,127.1395945,14540244.0
176,35.5245737,129.3126376,871849.0
177,35.5561792,129.3470651,1018560.0
178,35.5486957,129.2564277,1345536.0
179,35.4302109,129.3089745,1117882.0
180,35.5548391,129.3276562,1126352.0
181,35.4367335,129.3136417,995661.0
182,35.5593612,129.3444993,1068852.0
183,37.6314566,126.6386037,17035362.0
184,35.2121068,128.703806,4707650.0
185,36.0086895,128.8610514,5154069.0
186,37.4908702,126.9700947,15623616.0
187,35.55923560000001,129.2749179,1484933.0
188,35.51257520000001,129.3129712,856672.0
189,35.5458119,129.3332784,1140668.0
190,35.5681203,129.2451735,1532519.0
191,35.5208521,129.3185538,856885.0
192,35.5239629,129.3247198,714797.0
193,35.5440441,129.3152193,1036576.0
194,35.5283314,129.3324345,653822.0
195,35.3179147,129.0310814,2664859.0
196,35.5477441,129.3330541,1110365.0
197,,,
198,35.519491,129.3120544,806638.0
199,35.5577705,129.3484944,1119823.0
200,35.5460438,129.3344682,979757.0
201,35.4018356,129.1719319,2231288.0
202,35.4945203,129.2381731,1454213.0
203,35.5483758,129.2546913,1393388.0
204,35.5344853,129.3104116,1011120.0
205,35.5527639,129.2630303,1290784.0
206,35.6174251,129.2654371,2188152.0
207,37.3594734,126.9678981,14558191.0
208,35.405605,129.2907397,1404763.0
209,35.5384736,129.2549076,1106536.0
210,35.5373557,129.3149848,985386.0
211,35.5523201,129.2967494,1349975.0
212,35.4879856,129.2819922,861692.0
213,35.5531362,129.2954629,1391127.0
214,35.5332962,129.2957558,1043484.0
215,35.5916778,129.36127,1233235.0
216,35.5430442,129.3366348,884019.0
217,35.3839526,129.3439102,1380132.0
218,35.3723607,128.8948907,5051958.0
219,35.8248568,128.5322302,5835707.0
220,37.29738150000001,127.4369881,13208598.0
221,35.3351357,129.1630626,2622670.0
222,35.5523201,129.2967494,1349975.0
223,35.6509309,129.367097,1703581.0
224,35.5458119,129.3332784,1078035.0
225,35.5526268,129.3549661,888759.0
226,35.3351357,129.1630626,2622670.0
227,35.32907,129.1801539,2307725.0
228,37.5678759,126.9811398,15749722.0
229,35.5702058,129.2364489,1586341.0
230,35.4360786,129.2978614,1038822.0
231,35.5257934,129.3292404,585350.0
232,35.5654014,129.3322372,1297013.0
233,35.1806882,129.1736099,2405486.0
234,35.4945203,129.2381731,1444409.0
235,35.5596727,129.229421,1654778.0
236,35.098063,128.989318,4113574.0
237,35.5591086,129.2747941,1505671.0
238,35.579595,129.3155246,1776012.0
239,35.5413151,129.2640032,1288388.0
240,35.5649303,129.3242187,1222771.0
241,35.1768067,129.1729381,2371574.0
242,35.5316842,129.3223309,869221.0
243,35.2485949,129.0890008,2749290.0
244,35.1737231,129.1381359,2642501.0
245,35.579654,129.3165169,1750556.0
246,35.5454037,129.2632249,1153310.0
247,35.542867,129.4230481,1474339.0
248,35.5511275,129.3832413,1156591.0
249,35.1930536,129.1095269,2844261.0
250,35.5304621,129.3221365,854598.0
251,35.5239629,129.3247198,712760.0
252,35.1853491,126.9238992,11709619.0
253,36.6673451,126.6994066,13762116.0
254,37.624846,126.9146841,16359601.0
255,37.5469239,126.9193627,15817946.0
256,35.483884,129.303975,834436.0
257,35.2327336,128.5790476,4185367.0
258,35.5226298,129.3253309,708818.0
259,36.0210694,128.9740081,4210110.0
260,37.2807962,127.0031042,14648123.0
261,36.4513341,128.3549795,7801858.0
262,35.5369737,129.3015126,1067984.0
263,37.269682,126.952897,14488091.0
264,35.2009643,128.8020521,3820066.0
265,37.5903499,127.0007642,15822646.0
266,37.547324,127.006684,15409515.0
267,37.5150053,127.1351556,14557520.0
268,37.4929045,126.9533907,15633966.0
269,35.9998481,129.1831639,4226903.0
270,35.3368852,129.1613769,2411454.0
271,37.516955,127.0417748,15340201.0
272,35.5825622,129.3681107,1168482.0
273,35.5732345,129.30747,1641741.0
274,35.5254905,129.3220811,743694.0
275,37.549809,127.030199,15398961.0
276,37.4902666,126.9945812,15221287.0
277,37.4965682,127.0588507,15269747.0
278,35.4166014,129.2772776,1079210.0
279,35.2166615,128.6914018,4720341.0
280,35.4413583,129.3073993,1205928.0
281,35.6441583,128.7394576,4910015.0
282,35.5532578,129.2537769,1388342.0
283,35.5367396,129.3485783,729781.0
284,35.2148403,128.7083073,4794079.0
285,35.4155315,129.2802654,1106660.0
286,37.4403543,126.6738253,15508453.0
287,37.5201493,127.0164216,14948581.0
288,35.5253843,129.3124455,888062.0
289,35.4945203,129.2381731,1445182.0
290,35.114505,129.0145815,3680071.0
291,35.5483758,129.2546913,1411596.0
292,37.4626176,126.9383251,15548552.0
293,37.3457876,127.1777619,14207396.0
294,35.5711444,129.3453131,1085326.0
295,35.433512,129.3144032,987549.0
296,35.5218696,129.334181,509924.0
297,35.5531261,129.3225803,1035985.0
298,35.6414494,129.3480476,1672863.0
299,36.987521,126.9200191,14061003.0
300,35.5695996,129.1256914,2172153.0
301,35.4945203,129.2381731,1445182.0
302,35.5394702,129.346106,734835.0
303,35.5541451,129.2520619,1322564.0
304,35.543515,129.2630861,1194530.0
305,35.5554137,129.3334991,993255.0
306,35.1582803,129.1285261,2754251.0
307,37.4469174,126.9030449,15271348.0
308,,,
309,35.5302189,129.3257731,752339.0
310,35.5256827,129.3272435,584020.0
311,35.1499184,129.036646,3678530.0
312,37.4915783,126.8615947,15588322.0
313,35.483884,129.303975,832126.0
314,37.2038057,127.0564942,13791792.0
315,36.2677529,127.2562562,11359098.0
316,35.3255373,129.1882318,2266177.0
317,35.543021,129.3133636,1083615.0
318,35.5554863,129.2868437,1511559.0
319,35.532934,129.3223309,932820.0
320,,,
321,36.0673389,129.3702758,4591698.0
322,35.5681248,129.3484941,1135434.0
323,35.5527639,129.2630303,1323827.0
324,35.5636848,129.329342,1214779.0
325,35.0961734,128.9641542,3984668.0
326,35.5602488,129.3301897,1155923.0
327,35.1541144,129.1463301,2951023.0
328,35.5390432,129.2597254,1206194.0
329,35.5381355,129.323538,903788.0
330,37.6155853,127.0179027,15613261.0
331,35.5189633,129.3115267,830088.0
332,37.499074,126.9326195,15838538.0
333,35.5643173,129.2235059,1708826.0
334,37.6242768,127.0771287,15076829.0
335,35.1849471,129.1103315,2898043.0
336,35.4408891,129.3092236,1230506.0
337,35.5601674,129.3173284,1269256.0
338,35.5598977,129.3124642,1367973.0
339,36.362649,127.358587,11148305.0
340,37.493987,127.155487,14657685.0
341,37.6794616,126.7637373,16867707.0
342,35.4410279,129.3063905,1149187.0
343,35.5348184,129.3337933,701343.0
344,35.5669579,129.3311902,1399239.0
345,35.5221574,129.3168039,933225.0
346,35.1176185,129.1086449,3044099.0
347,35.642717,129.4395367,1929943.0
348,35.4392759,129.3095981,1166806.0
349,35.5772606,129.2431703,1847851.0
350,35.5295914,129.3304817,624594.0
351,35.5322676,129.3328854,740020.0
352,35.4311205,129.3121971,1083264.0
353,35.5709004,129.2481423,1616020.0
354,35.3856426,129.1449905,2494963.0
355,35.5078939,129.3122424,757884.0
356,35.5521286,129.3338947,992099.0
357,37.4777043,126.9474179,15417018.0
358,35.5531263,129.331635,1062913.0
359,35.4360786,129.2978614,1038822.0
360,35.5239678,129.3265015,618085.0
361,35.4717801,129.1619872,2247638.0
362,37.6714354,126.7990674,16232049.0
363,35.54078080000001,129.331402,878002.0
364,37.8805133,127.7411017,15104999.0
365,35.5502938,129.2675333,1326035.0
366,34.76532,127.6579436,9819129.0
367,37.4972813,127.0499616,15244482.0
368,,,
369,37.5368557,126.8546496,15890456.0
370,35.1928862,129.0711971,3443927.0
371,35.4410279,129.3063905,1149187.0
372,35.5239629,129.3247198,713264.0
373,35.2333168,128.9026052,3348964.0
374,35.5594634,129.2989671,1404363.0
375,37.4643278,126.8738464,15427685.0
376,37.5536426,126.8320035,16271261.0
377,37.5293201,127.1405381,14707127.0
378,35.51257520000001,129.3129712,855743.0
379,35.1813058,128.0634926,6624838.0
380,37.5769232,127.0043003,15751873.0
381,35.3451732,129.0397236,3015934.0
382,35.2218428,128.6771736,4826548.0
383,35.3915644,128.4652539,5370401.0
384,37.5477297,126.874869,15823165.0
385,37.487303,126.7447392,15527855.0
386,37.4942032,126.9568518,15546864.0
387,37.6417175,126.8364257,16257304.0
388,37.47765450000001,126.8522621,15582926.0
389,37.3696448,127.1209334,14603878.0
390,35.5454329,129.338079,891662.0
391,35.4709528,128.7588323,3919981.0
392,37.5935072,127.0599602,15406400.0
393,37.3211968,126.8584993,14930083.0
394,34.9307832,128.112622,8228593.0
395,36.8002695,127.116283,12487018.0
396,35.1552694,128.6958686,4670352.0
397,37.2861389,126.8683362,14708585.0
398,37.5755269,127.051543,15074098.0
399,35.5363506,129.3164702,922189.0
400,35.5724424,129.3393235,1303006.0
401,35.4392245,129.3109277,1233518.0
402,35.6416997,129.3617407,1730953.0
403,35.5214665,129.1809316,1890393.0
404,35.5617606,129.333826,1257527.0
405,35.3911293,129.3460634,1261559.0
406,35.5493007,129.2554623,1371494.0
407,35.3451732,129.0397236,3014889.0
408,37.3187611,127.0699119,14456352.0
409,35.5541096,129.3333253,989690.0
410,37.5093688,126.8943577,16020897.0
411,35.8849106,128.8221457,4689278.0
412,37.5263715,126.8962283,15850146.0
413,35.3451732,129.0397236,3017890.0
414,35.3451732,129.0397236,3017890.0
415,35.4581368,129.2927524,858490.0
416,35.63036719999999,129.3362435,1611108.0
417,35.5834777,129.3681274,1190791.0
418,36.6140486,127.4868357,10609928.0
419,37.210774,127.0505558,14059041.0
420,35.2483495,129.0876196,2798921.0
421,35.4096011,129.3283899,1130667.0
422,35.3871481,129.3438807,1352684.0
423,35.43763819999999,129.3141564,984422.0
424,35.4323026,129.3109906,1083084.0
425,37.4455833,126.6968626,15630261.0
426,35.5656775,129.1176365,2304243.0
427,35.3451732,129.0397236,3017890.0
428,35.3451732,129.0397236,3017890.0
429,36.4458108,127.4102706,10870199.0
430,37.4973791,127.1175134,14946922.0
431,37.4732904,126.6505597,16163333.0
432,37.3539531,126.9320185,14812612.0
433,35.1130325,128.9629317,3622284.0
434,35.5617066,129.2245892,1687784.0
435,37.353186,126.932615,14759911.0
436,37.54976,127.0294094,15403938.0
437,35.62995069999999,129.3419374,1552653.0
438,35.5781844,129.3107899,1748083.0
439,35.1704436,129.0274241,3375415.0
440,37.3559164,126.9479933,14827931.0
441,35.5410046,129.3101837,1009851.0
442,35.1232838,129.093697,2984641.0
443,,,
444,35.1856649,129.0732527,3559501.0
445,35.5021701,129.3726284,819927.0
446,37.4795816,126.9597845,15269146.0
447,35.2342717,129.1506053,2984831.0
448,35.5529306,129.2679743,1341011.0
449,35.564432,129.3490003,1184189.0
450,35.9891063,129.4475992,3739539.0
451,35.5731581,129.3442446,1166197.0
452,35.176529,129.1774377,2405819.0
453,35.5329613,129.2943057,1034547.0
454,35.5101053,129.4232943,1094707.0
455,35.49413,129.2381367,1446146.0
456,35.4357119,129.2981771,1038002.0
457,35.175835,129.181048,2458763.0
458,35.5323521,129.3929354,1222425.0
459,35.0748168,129.0674507,3572174.0
460,35.1674741,129.15569,2798975.0
461,35.9917422,129.4049488,3959923.0
462,37.3819462,126.9562825,14809269.0
463,37.4623549,126.8903334,15626378.0
464,35.5548503,129.3061724,1359899.0
465,35.5382098,129.2957777,1156794.0
466,35.4360786,129.2978614,1038849.0
467,35.553207,129.2970898,1438564.0
468,35.1737231,129.1381359,2635615.0
469,35.5396675,129.253293,1168223.0
470,35.5468494,129.3416342,943616.0
471,35.5258936,129.312273,853180.0
472,35.53598789999999,129.2514207,1095595.0
473,35.5523954,129.2724313,1551577.0
474,35.5513123,129.3566882,989351.0
475,36.3499146,128.6137099,6908189.0
476,35.543515,129.2630861,1189446.0
477,35.5681248,129.3484941,1182494.0
478,35.5349435,129.3334039,749536.0
479,36.1065885,129.3456178,4343256.0
480,35.6416997,129.3617407,1749878.0
481,37.6849874,126.5937719,17093525.0
482,35.5617066,129.2245892,1689788.0
483,35.43139439999999,129.3058715,1098724.0
484,35.5876228,129.3639921,1306062.0
485,35.8040949,129.4987892,3547504.0
486,35.5341284,129.3232474,851934.0
487,35.5239629,129.3247198,703574.0
488,35.226512,128.575937,4262656.0
489,35.8461063,128.6406916,5543994.0
490,35.5364497,129.3114481,930189.0
491,35.5544272,129.2625564,1389571.0
492,37.4227694,126.6843078,15634408.0
493,35.5080249,129.3127108,758383.0
494,37.4924865,126.877037,15568874.0
495,37.4997444,126.9029138,15807374.0
496,35.4501229,129.2963137,958752.0
497,35.318278,129.17702,2289979.0
498,35.5512749,129.2630158,1316566.0
499,35.5472942,129.2819475,1460353.0
500,37.4910033,126.994861,15184905.0
501,35.534351,129.3461619,653633.0
502,35.4371487,129.3138324,989971.0
503,35.5416292,129.3036568,1076149.0
504,35.5072399,129.3121314,739792.0
505,35.5309622,129.3279693,718074.0
506,35.232685,128.671786,4665659.0
507,35.3386763,129.1638511,2454323.0
508,35.5206388,129.3352046,516287.0
509,35.5709004,129.2481423,1585469.0
510,35.5514584,129.2587252,1411457.0
511,37.53079160000001,127.1152072,14846644.0
512,35.593733,129.36402,1287053.0
513,37.4879654,126.9590124,15461602.0
514,35.4360786,129.2978614,1038849.0
515,35.4501229,129.2963137,958752.0
516,35.4360786,129.2978614,1038849.0
517,35.209217,129.021035,3358419.0
518,35.4377611,129.3071572,1123091.0
519,35.5899558,129.3591591,1169952.0
520,35.5522083,129.2595306,1396012.0
521,35.548422,129.2514165,1500648.0
522,37.5087501,127.021665,14999820.0
523,37.5911657,126.6996627,16291311.0
524,35.1446256,129.0786042,3416210.0
525,35.5280178,129.3123041,876789.0
526,35.5648748,129.3276072,1203443.0
527,35.2449635,129.2196746,2362168.0
528,37.289092,127.0607356,14127862.0
529,35.1341414,128.9759021,3563445.0
530,,,
531,35.5593612,129.3444993,1029098.0
532,,,
533,37.82850699999999,127.05361,16122838.0
534,35.5504877,129.2595239,1460193.0
535,35.1240337,129.0959745,2854430.0
536,35.553207,129.2970898,1442651.0
537,37.4859044,126.9022847,15764379.0
538,35.4899657,129.2135648,1427788.0
539,35.5021701,129.3726284,819927.0
540,35.6379042,129.3246302,1951804.0
541,35.2364292,128.6674559,4663091.0
542,35.4077815,129.28631,1424484.0
543,35.5386787,129.3176441,947151.0
544,35.5280178,129.3123041,876789.0
545,35.8227636,129.288517,3034396.0
546,35.557903,129.3083315,1320336.0
547,37.5045847,126.933706,15777411.0
548,35.6416997,129.3617407,1749362.0
549,36.9853268,126.9179082,14197390.0
550,35.5526268,129.3549661,875103.0
551,37.5953723,126.9238974,15922425.0
552,37.3189996,127.0852565,14293042.0
553,35.3386763,129.1638511,2453319.0
554,35.5078939,129.3122424,754784.0
555,35.2503117,129.2106442,2456754.0
556,35.544434,129.387158,1222669.0
557,35.526996,129.3291368,630446.0
558,37.5521567,126.8226515,16119382.0
559,35.4378339,129.3053907,1179977.0
560,35.2048852,129.0662528,3490296.0
561,37.4905969,126.8246811,15659445.0
562,35.5527639,129.2630303,1320391.0
563,35.55923560000001,129.2749179,1506531.0
564,35.5327391,129.2974998,991811.0
565,35.5494031,129.2565588,1347168.0
566,35.5275861,129.3223003,720814.0
567,35.5390432,129.2597254,1201133.0
568,35.3654443,129.3192262,2057078.0
569,35.506217,129.4287106,1133543.0
570,35.4360786,129.2978614,1038849.0
571,35.529547,129.328573,657770.0
572,35.5335173,129.3206921,886082.0
573,35.5335173,129.3206921,886082.0
574,35.507243,129.311782,698981.0
575,35.8845848,129.2219691,4072900.0
576,35.55923560000001,129.2749179,1473702.0
577,35.5390432,129.2597254,1203675.0
578,35.5209287,129.3324588,577253.0
579,35.4945203,129.2381731,1457303.0
580,35.551513,129.2636074,1257859.0
581,35.5593006,129.2299381,1621825.0
582,35.4945203,129.2381731,1457303.0
583,35.5536261,129.3270798,1095512.0
584,35.55680960000001,129.1896769,1804463.0
585,35.5600416,129.3025264,1512290.0
586,35.572349,129.245282,1616246.0
587,35.5077778,129.3108333,712733.0
588,35.590067,129.3672417,1284061.0
589,35.5437271,129.3101815,1019705.0
590,35.5600195,129.3043999,1419908.0
591,35.51257520000001,129.3129712,822463.0
592,35.5353781,129.3170813,904841.0
593,35.4410279,129.3063905,1143973.0
594,35.5594634,129.2989671,1428116.0
595,35.414457,129.2811237,1131672.0
596,35.5711779,129.2384487,1660456.0
597,35.5280178,129.3123041,888726.0
598,35.5605373,129.3752422,1013019.0
599,35.5538843,129.3012322,1380536.0
600,36.5598553,128.7021099,7756866.0
601,35.4945203,129.2381731,1457303.0
602,37.4857428,126.9118512,15611014.0
603,35.5458119,129.3332784,1107561.0
604,36.3321614,127.3848368,11381461.0
605,,,
606,35.387174,129.3461105,1475559.0
607,35.4318068,129.307224,1103244.0
608,35.4101279,129.289515,1314171.0
609,35.4262611,129.3102353,1103955.0
610,35.2381057,129.2094608,2645288.0
611,35.3144978,129.1834239,2221132.0
612,35.1800343,129.1978654,2321952.0
613,35.4047737,129.2880184,1406731.0
614,35.2719115,129.223529,1854555.0
615,37.2189923,126.9529374,14251895.0
616,35.4373867,129.3088494,1179262.0
617,35.4279532,129.3108771,1143865.0
618,35.4945203,129.2381731,1457303.0
619,35.4088525,129.294232,1378072.0
620,35.4095932,129.2889395,1335285.0
621,35.5639637,129.1315942,2153150.0
622,35.564432,129.3490003,1222733.0
623,35.4410279,129.3063905,1143973.0
624,35.3254826,129.174935,2305034.0
625,35.5649303,129.3242187,1245305.0
626,35.5375167,129.3170534,961305.0
627,,,
628,37.497017,127.0575193,15275189.0
629,,,
630,35.5600507,129.231241,1633078.0
631,35.5807144,129.3768338,1355345.0
632,35.5387181,129.3013158,1065141.0
633,35.2069426,129.205212,2111612.0
634,35.1818443,129.1986835,2333118.0
635,35.5078939,129.3122424,729532.0
636,35.5390228,129.2967026,1211137.0
637,35.4644077,129.2034124,1638008.0
638,35.5583872,129.3068199,1371651.0
639,35.097062,129.0096241,3698076.0
640,35.4105256,129.2848561,1323677.0
641,35.2371213,129.2188178,2377145.0
642,35.4132808,129.2842267,1159953.0
643,35.4362785,129.3078627,1155626.0
644,35.3325689,129.164187,2618733.0
645,34.9514983,127.5309867,8963890.0
646,35.8524507,128.6231908,5696129.0
647,35.4392245,129.3109277,1232904.0
648,35.5399099,129.3283221,838778.0
649,35.6447329,129.354245,1692563.0
650,35.5275861,129.3223003,732011.0
651,35.5221574,129.3168039,882879.0
652,35.4101279,129.289515,1326567.0
653,35.532934,129.3223309,929091.0
654,35.5625399,129.2285332,1565959.0
655,35.5671525,129.3391061,1327525.0
656,35.52799,129.3148872,840659.0
657,35.5474018,129.3573473,935609.0
658,37.49563,127.128207,14699989.0
659,35.4349971,129.3099506,1080004.0
660,,,
661,35.5483758,129.2546913,1376905.0
662,35.5299821,129.301866,988182.0
663,37.5226585,126.8587741,15602727.0
664,35.239467,129.2168929,2450627.0
665,35.3267759,129.1775862,2210551.0
666,35.3183571,128.9932062,3591367.0
667,,,
668,35.5391272,129.2961665,1219816.0
669,35.5654767,129.3492942,1126814.0
670,35.5377883,129.3248676,873275.0
671,35.5377883,129.3248676,873275.0
672,35.21452,128.9526288,3110027.0
673,35.8531974,129.1045366,3357205.0
674,35.2486879,129.2153488,2394398.0
675,35.2429826,128.9141223,3452228.0
676,35.1763964,129.0927215,3085638.0
677,35.387174,129.3461105,1471794.0
678,35.5527639,129.2630303,1287562.0
679,35.2226025,129.0104346,3112922.0
680,35.529547,129.328573,657770.0
681,35.5025317,129.4205456,1122212.0
682,35.2389142,129.1723178,2725403.0
683,37.5051603,126.8818551,15700923.0
684,35.5157235,129.3360104,514503.0
685,36.0691558,127.0071079,13363438.0
686,35.4151889,129.2812895,1107784.0
687,37.4876572,127.0684907,15045220.0
688,35.5338783,129.3173868,847293.0
689,35.5505255,129.2700085,1334809.0
690,35.5390432,129.2597254,1206180.0
691,35.6317281,129.3369378,1666125.0
692,35.24123820000001,129.2168073,2409894.0
693,35.3006844,129.2592349,2087288.0
694,35.2486879,129.2153488,2393163.0
695,35.2379398,129.2145981,2482473.0
696,35.1181752,129.0404504,3698078.0
697,35.2060722,128.6966762,4483292.0
698,35.1181752,129.0404504,3698078.0
699,35.252645,129.2161624,2367543.0
700,36.067068,129.3797552,4670106.0
701,37.51868390000001,126.8446798,15799442.0
702,35.5269602,129.3255937,679905.0
703,35.1854283,129.2124262,2295094.0
704,35.1699364,129.1970301,2680791.0
705,35.1748219,129.1745597,2359150.0
706,35.1824715,129.2013288,2468684.0
707,35.23237870000001,129.1568724,2885900.0
708,35.1895699,129.1274474,2968496.0
709,35.182779,129.197269,2437355.0
710,35.2348149,129.159436,2814347.0
711,35.5676317,129.1121735,2382958.0
712,35.5487367,129.2697798,1323271.0
713,35.2854246,129.2153563,2208986.0
714,35.5380949,129.2967824,1205539.0
715,35.5409175,129.4223586,1408778.0
716,35.2148403,128.7083073,4819745.0
717,35.5702471,129.2463416,1627819.0
718,35.6478459,129.3404685,1765023.0
719,35.5531945,129.2571813,1334947.0
720,35.4839099,129.3451792,251060.0
721,35.1702226,127.7135827,9065892.0
722,35.1086178,129.0235,3652398.0
723,35.5748087,129.3417051,1324732.0
724,35.5051465,129.4275881,1097982.0
725,35.5582362,129.300971,1457674.0
726,35.5216019,129.3143875,890393.0
