id,duration
957,3572187
958,11845500
959,4853327
960,15978870
961,2490565
962,3033814
963,1255542
964,1255542
965,11845623
966,12363325
967,5591569.021
968,24995173
969,1031865
970,16153813
971,4552006
972,15627932
973,797264
974,5576409
975,16363916
976,4851297
977,3864733
978,12364048
979,14849989
980,11849250
981,3556878
982,15238521
983,3262748
984,2376309
985,1256682
986,2909072
987,1153324
988,5578545
989,1153324
990,3019860
991,12563724
992,2848826
993,3873806
994,6853120
995,768879
996,6853120
997,3772715
998,768879
999,6616491
1000,4837564
1001,15898158
1002,3386276
1003,15746597
1004,5054525
1005,15967773
1006,5342532
1007,1256682
1008,15968750
1009,1256682
1010,1256682
1011,5591569.021
1012,15748346
1013,16097560
1014,5591569.021
1015,2236781
1016,4250016
1017,14572233
1018,1256682
1019,10437636
1020,1550871
1021,1697490
1022,6859616
1023,5591569.021
1024,12570886
1025,1153324
1026,5591569.021
1027,1153324
1028,2236781
1029,778472
1030,15582534
1031,6859695
1032,3893243
1033,5675973
1034,846294
1035,15393756
1036,15867120
1037,6860470
1038,1256682
1039,15777930
1040,1153324
1041,2394662
1042,3903105
1043,2866161
1044,768879
1045,2267778
1046,9508417
1047,3180421
1048,3264978
1049,1153324
1050,3733693
1051,904758
1052,1153324
1053,15450273
1054,3611811
1055,2398091
1056,15848573
1057,3450097
1058,3336239
1059,8877277
1060,1256682
1061,2852028
1062,1247663
1063,5038167
1064,5591569.021
1065,1256682
1066,15499760
1067,1256682
1068,1256682
1069,1256682
1070,16036867
1071,3918082
1072,5599822
1073,5599822
1074,1138140
1075,5065877
1076,3780509
1077,6309638
1078,721005
1079,15824186
1080,16118485
1081,1256682
1082,15445835
1083,15610043
1084,14554337
1085,1469907
1086,768879
1087,5666673
1088,3496579
1089,16341071
1090,1256682
1091,11928496
1092,4357821
1093,3306625
1094,2491538
1095,2581106
1096,1107600
1097,3255916
1098,2892225
1099,4925250
1100,967521
1101,1153324
1102,2914463
1103,4783546
1104,6843339
1105,1471272
1106,1301292
1107,4830529
1108,8141156
1109,11817661
1110,6842340
1111,3484470
1112,3926723
1113,2755190
1114,3598372
1115,1449482
1116,16121922
1117,8688748
1118,1153324
1119,4374790
1120,2915335
1121,2356923
1122,9591094
1123,2503734
1124,3554881
1125,799111
1126,1208304
1127,5591569.021
1128,4356561
1129,5118341
1130,1856455
1131,2948244
1132,2914907
1133,3476472
1134,15577743
1135,7578695
1136,1153092
1137,6503441
1138,15566761
1139,1258445
1140,926567
1141,15505840
1142,6843813
1143,3598428
1144,3251644
1145,3056762
1146,6224430
1147,4783546
1148,3259937
1149,2892145
1150,11124751
1151,799111
1152,5582835
1153,6843702
1154,1258445
1155,1258445
1156,16336501
1157,16273475
1158,15568245
1159,3598600
1160,7658628
1161,16334681
1162,15996755
1163,1258445
1164,5411049
1165,6505441
1166,4529552
1167,627348
1168,7769809
1169,13529621
1170,2854654
1171,2911294
1172,2796207
1173,14436534
1174,1472791
1175,1258445
1176,15575185
1177,7435158
1178,3260477
1179,1897405
1180,1152948
1181,1258445
1182,1152948
1183,1152948
1184,4109300
1185,16043346
1186,6880375
1187,6331528
1188,929385
1189,3643050
1190,2854654
1191,3284638
1192,3557857
1193,1362243
1194,16271573
1195,16410628
1196,16323505
1197,1157747
1198,16354688
1199,5591569.021
1200,15850493
1201,16323396
1202,16520518
1203,2504082
1204,3912603
1205,2662523
1206,1152231
1207,5408909
1208,3789289
1209,12330992
1210,2855379
1211,15823340
1212,3683685
1213,1258541
1214,4754637
1215,12130232
1216,799111
1217,3790244
1218,1209684
1219,2677336
1220,6508094
1221,2795115
1222,15482255
1223,1258541
1224,2887066
1225,3242087
1226,5990180
1227,799111
1228,16119349
1229,1865048
1230,16472658
1231,15845479
1232,2892439
1233,2435645
1234,1150054
1235,3343922
1236,2847234
1237,3020009
1238,15551746
1239,5739289
1240,15636267
1241,1112735
1242,930272
1243,2791206
1244,772787
1245,12894071
1246,5591569.021
1247,3020009
1248,3018113
1249,15963452
1250,1147413
1251,1260262
1252,4559761
1253,1422880
1254,951777
1255,2249861
1256,16460568
1257,3017022
1258,14465009
1259,1085955
1260,2463254
1261,3800408
1262,787274
1263,2649655
1264,824548
1265,757585
1266,1123446
1267,892784
1268,600634
1269,17619488
1270,2682245
1271,1823229
1272,2215097
1273,16116431
1274,6274484
1275,1262197
1276,4023747
1277,6509183
1278,5365234
1279,15518965
1280,16455461
1281,5401501
1282,2847379
1283,1262465
1284,1262465
1285,1262465
1286,4361725
1287,2742148
1288,3919491
1289,750383
1290,2666895
1291,3255295
1292,5591569.021
1293,3368097
1294,1144769
1295,4784611
1296,5787542
1297,9085642
1298,1210658
1299,2891931
1300,15426804
1301,1222175
1302,16094194
1303,1222175
1304,1222175
1305,4784070
1306,1260671
1307,1260671
1308,3017647
1309,15642321
1310,2792148
1311,11919993
1312,15520983
1313,5080928
1314,1260671
1315,2215382
1316,3525824
1317,1485151
1318,15809617
1319,4802598
1320,5367836
1321,8853486
1322,15569031
1323,1261745
1324,15569031
1325,16001730
1326,11909110
1327,3936346
1328,9925566
1329,5025798
1330,16337365
1331,11926066
1332,3016439
1333,16421873
1334,3019089
1335,15527814
1336,14464418
1337,2666427
1338,1262392
1339,14451144
1340,1262622
1341,1262622
1342,16333668
1343,5027901
1344,4435768
1345,6871487
1346,1262622
1347,3019791
1348,2215586
1349,4566891
1350,9922861
1351,1259210
1352,15839167
1353,9922170
1354,3916842
1355,3534503
1356,841401
1357,1143297
1358,11402197
1359,16445876
1360,2833920
1361,2833920
1362,1259210
1363,14713950
1364,15640498
1365,1360861
1366,840743
1367,15642685
1368,840674
1369,1450340
1370,1229441
1371,840503
1372,1104183
1373,1374363
1374,840968
1375,16112888
1376,15652165
1377,841321
1378,1362631
1379,841321
1380,841321
1381,2884770
1382,15695919
1383,841321
1384,5544249
1385,1259210
1386,5591569.021
1387,15843287
1388,5591569.021
1389,15638550
1390,5544145
1391,15799452
1392,1259210
1393,16173796
1394,2212694
1395,1239623
1396,1259210
1397,806506
1398,2010186
1399,16497413
1400,1143297
1401,16360990
1402,1143297
1403,844695
1404,906011
1405,906011
1406,1630734
1407,906011
1408,906011
1409,906011
1410,906011
1411,906011
1412,906011
1413,906011
1414,906011
1415,815884
1416,906011
1417,906011
1418,906011
1419,906011
1420,906011
1421,906011
1422,906011
1423,906011
1424,906011
1425,906011
1426,906011
1427,906011
1428,906011
1429,906011
1430,906011
1431,906011
1432,906011
1433,906011
1434,906011
1435,906011
1436,906011
1437,1128469
1438,2995782
1439,1897809
1440,2680719
1441,2337929
1442,15518648
1443,827607
1444,677985
1445,1935908
1446,1072433
1447,16032642
1448,868691
1449,1351559
1450,2255485
1451,2195151
1452,2926194
1453,1017210
1454,925103
1455,3186447
1456,1365805
1457,1004755
1458,1097120
1459,787985
1460,997359
1461,1263627
1462,1563526
1463,2807382
1464,262768
1465,827607
1466,2338368
1467,997866
1468,1151460
1469,1033954
1470,2862146
1471,2369620
1472,2475318
1473,1353146
1474,1079568
1475,2910199
1476,1163583
1477,1194576
1478,1545732
1479,2255485
1480,16035333
1481,2404661
1482,1713265
1483,1273171
1484,1993727
1485,2589680
1486,2862146
1487,1895716
1488,1895716
1489,2244957
1490,2269575
1491,2318691
1492,810259
1493,14740393
