,id,retirement,courier_count,lang_count,age,area,child_count,club_count,club,gender,honey_YN,religion_YN,religion,begin_date,retired_date,working_year,working_month,working_day,position_number,department,main_dep,school_grade,certificate,duration,univ_duration,re_class,re_class2,re_class3
164,165,0,0.0,1.0,38,Kyongnam,2.0,0.0,0.0,1,1.0,Yes,Buddism,2008-01-28,//,11,138,4202,3.0,Business_Support,0.0,0,1.0,0.16960527777777779,16256657.0,1,3,2
165,166,0,3.0,0.0,48,Kyongnam,2.0,1.0,1.0,1,1.0,No,No,2008-02-01,//,11,137,4198,1.0,Quality_Management,1.0,0,0.0,0.2802616666666667,1149702.0,1,3,2
166,167,1,0.0,0.0,47,Kyongnam,3.0,0.0,0.0,1,1.0,No,No,2008-02-04,2009-06-28,1,16,510,1.0,Warranty,0.0,0,0.0,0.9150311111111111,3367110.0,0,0,0
167,168,1,1.0,1.0,35,Kyongnam,1.0,0.0,0.0,1,1.0,No,No,2008-02-11,2013-01-18,4,59,1803,4.0,Design,1.0,0,0.0,0.2540766666666667,1267979.0,0,2,2
168,169,1,0.0,0.0,20,Kyongnam,0.0,0.0,0.0,0,0.0,No,No,2008-02-21,2010-05-20,2,26,819,6.0,Research,0.0,0,0.0,0.18782194444444444,617643.0,0,1,1
169,170,1,0.0,0.0,30,Kyongnam,0.0,0.0,0.0,1,1.0,No,No,2008-03-03,2010-03-26,2,24,753,6.0,Warranty,0.0,0,0.0,0.5335575,1722325.0,0,1,1
171,172,1,0.0,0.0,52,Metropolitan,2.0,0.0,0.0,1,1.0,No,No,2008-03-17,2010-08-20,2,29,886,1.0,Production_Management,1.0,0,0.0,4.043780555555555,14789618.0,0,1,1
174,175,1,0.0,0.0,42,Metropolitan,1.0,0.0,0.0,1,1.0,No,No,2008-03-21,2011-06-28,3,39,1194,2.0,Sales,1.0,0,0.0,4.0389566666666665,14926473.0,0,1,1
175,176,1,0.0,0.0,33,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2008-03-24,2012-06-30,4,51,1559,4.0,Production_support,0.0,0,0.0,0.24218027777777779,815115.0,0,2,2
176,177,0,2.0,0.0,44,Kyongnam,2.0,1.0,1.0,1,1.0,No,No,2008-03-24,//,11,136,4146,2.0,Business_management,1.0,0,0.0,0.2829333333333333,3649512.0,1,3,2
178,179,1,0.0,0.0,23,Kyongnam,0.0,1.0,1.0,0,0.0,No,No,2008-04-07,2012-06-26,4,50,1541,6.0,Business_Support,0.0,0,0.0,0.31052277777777776,1087487.0,0,2,2
179,180,1,0.0,0.0,32,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2008-04-07,2011-08-19,3,40,1229,4.0,Production_Management,1.0,0,0.0,0.3128755555555556,969368.0,0,1,1
181,182,1,0.0,0.0,21,Kyongnam,0.0,0.0,0.0,0,0.0,No,No,2008-04-23,2010-10-20,2,29,910,6.0,Shipping,0.0,0,0.0,0.29690333333333335,1009625.0,0,1,1
182,183,1,3.0,0.0,40,Metropolitan,0.0,1.0,1.0,1,1.0,No,No,2008-04-28,2013-08-31,5,64,1951,3.0,Design,1.0,0,0.0,4.732045,10566415.0,0,3,2
184,185,1,0.0,0.0,39,Kyongbuk,0.0,0.0,0.0,1,0.0,No,No,2008-05-15,2012-06-30,4,49,1507,4.0,Quality_Management,1.0,0,0.0,1.4316858333333333,5162951.0,0,2,2
185,186,1,0.0,0.0,40,Metropolitan,2.0,0.0,0.0,1,1.0,No,No,2008-05-19,2008-11-30,0,6,195,2.0,Sales,1.0,0,0.0,4.339893333333333,15455536.0,0,0,0
186,187,1,0.0,0.0,56,Kyongnam,2.0,1.0,1.0,1,1.0,No,No,2008-06-02,2012-01-20,3,43,1327,3.0,Production_support,0.0,0,0.0,0.4124813888888889,1417137.0,0,1,1
187,188,0,3.0,0.0,40,Kyongnam,0.0,5.0,1.0,0,1.0,No,No,2008-06-02,//,11,133,4076,3.0,Business_Support,0.0,0,0.0,0.23796444444444445,2861374.0,1,3,2
188,189,1,1.0,1.0,36,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2008-06-02,2015-04-10,6,82,2503,4.0,Quality_Management,1.0,0,0.0,0.3168522222222222,4019667.0,0,3,2
189,190,1,3.0,0.0,48,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2008-06-02,2017-11-30,9,113,3468,3.0,Purchasing,0.0,0,0.0,0.42569972222222224,1445589.0,1,3,2
190,191,1,2.0,0.0,51,Kyongnam,1.0,1.0,1.0,1,1.0,No,No,2008-06-02,2015-09-30,7,87,2676,2.0,Purchasing,0.0,0,0.0,0.23802361111111112,3212925.0,0,3,2
191,192,0,1.0,0.0,38,Kyongnam,2.0,2.0,1.0,1,1.0,No,No,2008-06-02,//,11,133,4076,3.0,Business_Support,0.0,0,0.0,0.19855472222222223,5797205.0,1,3,2
192,193,0,3.0,0.0,38,Kyongnam,0.0,1.0,1.0,0,0.0,No,No,2008-06-02,//,11,133,4076,3.0,Production_Management,1.0,0,0.0,0.2879377777777778,1267979.0,1,3,2
193,194,1,0.0,0.0,40,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2008-06-09,2011-05-25,2,35,1080,4.0,Production_support,0.0,0,0.0,0.18161722222222224,600378.0,0,1,1
195,196,1,0.0,0.0,40,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2008-06-30,2011-10-28,3,39,1215,2.0,Sales,1.0,0,0.0,0.30843472222222224,934571.0,0,1,1
197,198,1,0.0,0.0,27,Kyongnam,0.0,0.0,0.0,0,0.0,No,No,2008-07-02,2011-03-20,2,32,991,6.0,Research,0.0,0,0.0,0.2240661111111111,799236.0,0,1,1
198,199,1,1.0,0.0,27,Kyongnam,0.0,1.0,1.0,0,0.0,No,No,2008-07-02,2016-02-29,7,91,2798,6.0,Production_Management,1.0,0,0.0,0.31106194444444446,768579.0,0,3,2
199,200,1,4.0,0.0,61,Kyongnam,1.0,0.0,0.0,1,1.0,No,No,2008-07-07,2015-03-19,6,80,2446,2.0,Production_Management,1.0,0,0.0,0.2721547222222222,4457789.0,0,3,2
201,202,0,2.0,0.0,46,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2008-07-08,//,11,132,4040,3.0,Production_Management,1.0,0,0.0,0.4039480555555556,886386.0,1,3,2
202,203,1,0.0,0.0,25,Kyongnam,0.0,0.0,0.0,0,0.0,No,No,2008-07-14,2009-10-16,1,15,459,6.0,Design,1.0,0,0.0,0.38705222222222224,1338409.0,0,0,0
203,204,1,1.0,2.0,34,Kyongnam,0.0,2.0,1.0,0,0.0,No,No,2008-07-14,2014-08-31,6,73,2239,4.0,Sales,1.0,0,0.0,0.28086666666666665,1276828.0,0,3,2
204,205,0,1.0,0.0,39,Kyongnam,2.0,1.0,1.0,1,1.0,No,No,2008-07-14,//,11,132,4034,3.0,Production_Management,1.0,0,0.0,0.3585511111111111,5084554.0,1,3,2
205,206,1,0.0,0.0,57,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2008-07-14,2009-02-03,0,6,204,1.0,Design,1.0,0,0.0,0.60782,2133164.0,0,0,0
207,208,0,3.0,1.0,42,Kyongnam,3.0,0.0,0.0,1,1.0,No,No,2008-07-16,//,11,132,4032,2.0,Production_Management,1.0,0,0.0,0.39021194444444446,1276828.0,1,3,2
208,209,1,0.0,0.0,27,Kyongnam,0.0,0.0,0.0,0,0.0,No,No,2008-07-21,2010-10-08,2,26,809,6.0,Warranty,0.0,0,0.0,0.3073711111111111,1053063.0,0,1,1
211,212,1,0.0,0.0,41,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2008-08-05,2011-10-14,3,38,1165,2.0,Business_management,1.0,0,0.0,0.2393588888888889,876196.0,0,1,1
212,213,1,0.0,0.0,28,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2008-08-09,2010-12-10,2,28,853,6.0,Production_support,0.0,0,0.0,0.3864241666666667,1070280.0,0,1,1
213,214,1,0.0,0.0,31,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2008-08-18,2010-09-10,2,24,753,6.0,Warranty,0.0,0,0.0,0.28985666666666665,853699.0,0,1,1
214,215,1,0.0,0.0,33,Kyongnam,0.0,1.0,1.0,1,0.0,No,No,2008-08-18,2012-01-13,3,40,1243,6.0,Warranty,0.0,0,0.0,0.3425652777777778,1253938.0,0,1,1
215,216,1,1.0,1.0,30,Kyongnam,0.0,0.0,0.0,1,0.0,Yes,Buddism,2008-08-18,2012-10-31,4,50,1535,4.0,Production_support,0.0,0,0.0,0.24556083333333334,1276828.0,0,2,2
216,217,0,4.0,0.0,39,Kyongnam,3.0,0.0,0.0,1,1.0,No,No,2008-08-25,//,11,131,3992,3.0,Production_support,0.0,0,0.0,0.38337,1149702.0,1,3,2
217,218,1,0.0,0.0,28,Kyongnam,1.0,0.0,0.0,1,1.0,No,No,2008-08-25,2010-12-17,2,27,844,6.0,Production_support,0.0,0,0.0,1.4033216666666666,5026416.0,0,1,1
218,219,1,4.0,0.0,55,Kyongbuk,2.0,0.0,0.0,1,1.0,No,No,2008-09-01,2015-11-10,7,86,2626,2.0,Production_support,0.0,0,0.0,1.6210297222222223,5591569.021000001,0,3,2
219,220,1,0.0,0.0,46,Metropolitan,0.0,0.0,0.0,1,0.0,No,No,2008-09-01,2009-11-05,1,14,430,1.0,Design,1.0,0,0.0,3.669055,13968706.0,0,0,0
220,221,0,5.0,0.0,50,Kyongnam,2.0,1.0,1.0,1,0.0,No,No,2008-09-01,//,11,130,3985,1.0,Quality_Management,1.0,0,0.0,0.7285194444444445,4730259.0,1,3,2
221,222,1,0.0,0.0,33,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2008-09-08,2012-01-31,3,40,1240,4.0,Business_management,1.0,0,0.0,0.37499305555555557,1061141.0,0,1,1
222,223,0,4.0,0.0,41,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2008-09-09,//,11,130,3977,3.0,Production_support,0.0,0,0.0,0.47321694444444445,1149702.0,1,3,2
223,224,1,3.0,0.0,32,Kyongnam,1.0,0.0,0.0,1,1.0,No,No,2008-09-17,2014-12-31,6,75,2296,4.0,Production_Management,1.0,0,0.0,0.2994541666666667,2811606.0,0,3,2
224,225,0,1.0,0.0,41,Kyongnam,3.0,1.0,1.0,1,1.0,No,No,2008-09-22,//,11,130,3964,4.0,Production_Management,1.0,0,0.0,0.2468775,1149702.0,1,3,2
225,226,1,0.0,0.0,33,Kyongnam,1.0,2.0,1.0,1,1.0,No,No,2008-09-22,2015-05-31,6,80,2442,4.0,Quality_Management,1.0,0,0.0,0.7285194444444445,5430010.0,0,3,2
226,227,0,4.0,0.0,41,Kyongnam,2.0,1.0,1.0,1,1.0,No,No,2008-09-29,//,11,130,3957,3.0,Quality_Management,1.0,0,0.0,0.6410347222222222,5761543.0,1,3,2
227,228,1,0.0,0.0,33,Kyongnam,0.0,1.0,1.0,1,0.0,No,No,2008-10-08,2012-11-02,4,48,1486,6.0,Quality_Management,1.0,0,0.0,4.374922777777778,5083342.0,0,2,2
228,229,0,3.0,0.0,41,Kyongnam,2.0,1.0,1.0,1,1.0,No,No,2008-10-08,//,11,129,3948,3.0,Quality_Management,1.0,0,1.0,0.44065027777777777,1276828.0,1,3,2
229,230,0,1.0,1.0,39,Kyongnam,0.0,2.0,1.0,1,0.0,No,No,2008-10-13,//,11,129,3943,3.0,Business_Support,0.0,0,0.0,0.28856166666666666,1276828.0,1,3,2
231,232,1,0.0,0.0,26,Kyongnam,0.0,0.0,0.0,0,0.0,No,No,2008-10-27,2008-12-31,0,2,65,6.0,Production_Management,1.0,0,0.0,0.3602813888888889,1179406.0,0,0,0
232,233,1,0.0,0.0,36,Kyongnam,0.0,0.0,0.0,1,1.0,No,No,2008-10-31,2011-04-29,2,29,910,3.0,Financial_management,0.0,0,0.0,0.6681905555555555,2430250.0,0,1,1
233,234,1,3.0,0.0,43,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2008-11-03,2018-03-09,9,112,3413,2.0,Production_Management,1.0,0,0.0,0.4012247222222222,5421532.0,1,3,2
234,235,0,4.0,0.0,43,Kyongnam,2.0,3.0,1.0,1,1.0,No,No,2008-11-03,//,11,128,3922,2.0,Purchasing,0.0,0,0.0,0.45966055555555557,13143167.0,1,3,2
235,236,1,0.0,0.0,58,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2008-11-03,2009-11-20,1,12,382,2.0,Production_support,0.0,0,0.0,1.1426594444444444,3894675.0,0,0,0
237,238,0,1.0,0.0,34,Kyongnam,0.0,1.0,1.0,1,0.0,No,No,2008-11-17,//,11,128,3908,4.0,Purchasing,0.0,0,0.0,0.49333666666666665,3255386.0,1,3,2
238,239,0,3.0,0.0,41,Kyongnam,2.0,2.0,1.0,1,1.0,No,No,2008-11-17,//,11,128,3908,3.0,Production_support,0.0,0,0.0,0.35788555555555557,1149702.0,1,3,2
240,241,0,3.0,1.0,44,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2008-11-24,//,11,128,3901,2.0,Purchasing,0.0,0,0.0,0.6587705555555555,11073677.0,1,3,2
241,242,0,0.0,2.0,34,Kyongnam,1.0,1.0,1.0,0,1.0,Yes,Buddism,2008-12-01,//,11,127,3894,3.0,Quality_Management,1.0,0,0.0,0.24145027777777778,2850694.0,1,3,2
242,243,1,0.0,1.0,31,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2008-12-01,2013-06-30,4,54,1672,4.0,Design,1.0,0,0.0,0.7636916666666667,3605437.0,0,2,2
243,244,1,0.0,0.0,28,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2008-12-01,2011-11-22,2,35,1086,6.0,Business_management,1.0,0,0.0,0.7340280555555555,2587680.0,0,1,1
244,245,1,0.0,0.0,29,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2008-12-01,2011-07-15,2,31,956,6.0,Technology,1.0,0,0.0,0.48626555555555556,1298250.0,0,1,1
245,246,0,0.0,1.0,37,Kyongnam,1.0,0.0,0.0,1,1.0,No,No,2008-12-01,//,11,127,3894,3.0,Quality_Management,1.0,0,0.0,0.3203638888888889,1276580.0,1,3,2
246,247,1,0.0,0.0,29,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2008-12-01,2011-07-31,2,31,972,6.0,Warranty,0.0,0,0.0,0.4095386111111111,1375012.0,0,1,1
247,248,1,1.0,1.0,32,Kyongnam,0.0,1.0,1.0,1,0.0,Yes,Catholic,2008-12-01,2013-11-30,4,59,1825,4.0,Production_Management,1.0,0,0.0,0.32127527777777776,1276580.0,0,2,2
248,249,1,1.0,1.0,37,Kyongnam,1.0,0.0,0.0,1,1.0,No,No,2008-12-01,2016-09-30,7,93,2860,4.0,Purchasing,0.0,0,2.0,0.7900725,2917879.0,0,3,2
249,250,1,0.0,0.0,29,Kyongnam,0.0,0.0,0.0,1,1.0,Yes,Buddism,2008-12-01,2013-03-20,4,51,1570,6.0,Production_support,0.0,1,1.0,0.23738833333333334,3036497.0,0,2,2
250,251,1,0.0,0.0,26,Kyongnam,0.0,0.0,0.0,0,0.0,No,No,2008-12-01,2010-09-20,1,21,658,6.0,Sales,1.0,0,0.0,0.19798888888888888,632014.0,0,0,0
252,253,0,2.0,1.0,40,Chungnam,0.0,0.0,0.0,1,0.0,No,No,2008-12-01,//,11,127,3894,3.0,Quality_Management,1.0,0,1.0,3.82281,10847961.0,1,3,2
253,254,1,0.0,0.0,29,Metropolitan,0.0,0.0,0.0,1,0.0,No,No,2008-12-01,2010-11-12,1,23,711,6.0,Sales,1.0,0,0.0,4.544333611111111,16846354.0,0,0,0
254,255,1,0.0,0.0,27,Metropolitan,0.0,0.0,0.0,1,0.0,No,No,2008-12-01,2009-10-01,0,10,304,6.0,Design,1.0,0,0.0,4.393873888888889,15758052.0,0,0,0
255,256,0,3.0,1.0,33,Kyongnam,2.0,2.0,1.0,0,1.0,Yes,Catholic,2008-12-01,//,11,127,3894,4.0,Warranty,0.0,1,0.0,0.2317877777777778,11741388.0,1,3,2
256,257,1,0.0,0.0,30,Kyongnam,0.0,1.0,1.0,1,0.0,No,No,2008-12-01,2012-06-15,3,42,1292,6.0,Business_management,1.0,0,0.0,1.1626019444444444,4353238.0,0,1,1
257,258,0,0.0,1.0,34,Kyongnam,1.0,0.0,0.0,1,1.0,Yes,Buddism,2008-12-01,//,11,127,3894,3.0,Technology,1.0,0,1.0,0.1968938888888889,5541159.0,1,3,2
258,259,1,0.0,0.0,31,Kyongbuk,0.0,0.0,0.0,1,0.0,No,No,2008-12-01,2011-01-19,2,25,779,6.0,Warranty,0.0,0,0.0,1.169475,4820860.0,0,1,1
259,260,1,0.0,0.0,31,Metropolitan,0.0,0.0,0.0,1,0.0,No,No,2008-12-01,2010-06-30,1,18,576,6.0,Production_Management,1.0,0,0.0,4.068923055555556,14811287.0,0,0,0
260,261,1,1.0,0.0,54,Kyongbuk,4.0,0.0,0.0,1,1.0,No,No,2008-12-15,2015-11-10,6,82,2521,6.0,Production_support,0.0,0,0.0,2.1671827777777777,6324176.0,0,3,2
262,263,1,0.0,0.0,58,Metropolitan,0.0,0.0,0.0,1,0.0,No,No,2009-01-19,2009-04-30,0,3,101,1.0,Technology,1.0,0,0.0,4.024469722222222,14943562.0,0,0,0
263,264,0,4.0,0.0,47,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2009-02-09,//,10,125,3824,1.0,Design,1.0,0,1.0,1.0611294444444443,5591569.021000001,1,3,2
264,265,1,3.0,0.0,54,Metropolitan,3.0,0.0,0.0,1,1.0,No,No,2009-02-23,2015-06-30,6,76,2318,3.0,Purchasing,0.0,0,0.0,4.3951794444444445,5898194.0,0,3,2
269,270,0,4.0,0.0,39,Kyongnam,1.0,0.0,0.0,1,1.0,No,No,2009-04-13,//,10,123,3761,3.0,Research,0.0,0,0.0,0.6698483333333334,10447099.0,1,3,2
271,272,1,3.0,0.0,43,Kyongnam,2.0,1.0,1.0,1,1.0,No,No,2009-07-01,2015-11-30,6,76,2343,1.0,Quality_Management,1.0,0,1.0,0.32457833333333336,1274544.0,0,3,2
272,273,1,0.0,0.0,42,Kyongnam,1.0,0.0,0.0,1,1.0,No,No,2009-07-13,2012-11-06,3,39,1212,6.0,Business_Support,0.0,0,0.0,0.45603916666666666,1149702.0,0,1,1
273,274,1,0.0,0.0,47,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2009-07-15,2009-10-31,0,3,108,1.0,Production_Management,1.0,0,0.0,0.20658166666666666,662216.0,0,0,0
277,278,0,3.0,1.0,47,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2009-08-27,//,10,119,3625,1.0,Business_Support,0.0,0,0.0,0.29978055555555555,3876152.0,1,3,2
279,280,1,2.0,0.0,32,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2009-09-07,2013-06-20,3,45,1382,6.0,Production_support,0.0,0,0.0,0.33498,5998790.0,0,1,1
280,281,1,0.0,0.0,30,Kyongbuk,0.0,0.0,0.0,1,0.0,No,No,2009-10-06,2010-03-10,0,5,155,6.0,Production_support,0.0,0,0.0,1.3638930555555555,4995877.0,0,0,0
281,282,1,2.0,0.0,69,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2009-10-13,2015-03-19,5,65,1983,2.0,Production_Management,1.0,0,0.0,0.38565055555555555,5128687.0,0,3,2
282,283,1,2.0,0.0,36,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2009-08-21,2015-05-31,5,69,2109,3.0,Sales,1.0,0,0.0,0.20271694444444444,5591569.021000001,0,3,2
283,284,1,1.0,0.0,48,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2009-10-26,2013-03-31,3,41,1252,1.0,Technology,1.0,0,0.0,1.331688611111111,3876152.0,0,1,1
285,286,1,0.0,0.0,28,Metropolitan,0.0,0.0,0.0,0,0.0,No,No,2009-11-09,2010-08-31,0,9,295,6.0,Sales,1.0,0,0.0,4.3079036111111115,15763716.0,0,0,0
286,287,1,0.0,0.0,26,Metropolitan,0.0,0.0,0.0,0,0.0,No,No,2009-11-09,2011-11-24,2,24,745,6.0,Business_management,1.0,0,0.0,4.152383611111111,14907231.0,0,1,1
287,288,1,0.0,0.0,31,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2009-11-16,2012-09-12,2,33,1031,6.0,Technology,1.0,0,0.0,0.2466838888888889,806067.0,0,1,1
288,289,1,3.0,0.0,44,Kyongnam,2.0,0.0,0.0,1,1.0,Yes,Christian,2009-12-01,2013-01-31,3,37,1157,1.0,Technology,1.0,0,2.0,0.40143944444444446,3557362.0,0,1,1
289,290,1,0.0,1.0,30,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2009-12-01,2013-12-06,4,48,1466,6.0,Technology,1.0,0,1.0,1.0222419444444444,3557362.0,0,2,2
290,291,1,2.0,0.0,29,Kyongnam,0.0,1.0,1.0,0,0.0,No,No,2009-12-21,2013-02-15,3,37,1152,6.0,Design,1.0,0,0.0,0.39211,1149702.0,0,1,1
292,293,1,0.0,0.0,53,Metropolitan,0.0,0.0,0.0,1,0.0,No,No,2009-12-15,2010-07-09,0,6,206,1.0,Technology,1.0,0,0.0,3.946498888888889,14650531.0,0,0,0
293,294,1,0.0,0.0,47,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2009-12-28,2010-06-20,0,5,174,1.0,Technology,1.0,0,0.0,0.30147944444444447,1125700.0,0,0,0
294,295,1,0.0,0.0,26,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2009-12-29,2014-10-22,4,57,1758,6.0,Production_support,0.0,0,0.0,0.27431916666666667,903214.0,0,2,2
295,296,1,0.0,1.0,23,Kyongnam,0.0,1.0,1.0,0,0.0,No,No,2010-01-04,2014-04-18,4,51,1565,6.0,Production_support,0.0,0,1.0,0.14164555555555555,765807.0,0,2,2
296,297,1,0.0,0.0,37,Kyongnam,1.0,0.0,0.0,1,1.0,No,No,2010-02-01,2011-07-08,1,17,522,3.0,Business_management,1.0,0,0.0,0.2877736111111111,980635.0,0,0,0
298,299,1,0.0,0.0,37,Metropolitan,2.0,0.0,0.0,1,1.0,No,No,2010-02-22,2010-03-25,0,1,31,2.0,Sales,1.0,0,0.0,3.9058341666666667,14507680.0,0,0,0
299,300,1,2.0,0.0,41,Kyongnam,1.0,1.0,1.0,1,1.0,No,No,2010-02-22,2014-08-31,4,54,1651,2.0,Business_management,1.0,0,0.0,0.6033758333333333,1617715.0,0,2,2
300,301,1,0.0,0.0,34,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2010-03-02,2011-11-20,1,20,628,4.0,Warranty,0.0,0,0.0,0.40143944444444446,1370425.0,0,0,0
301,302,1,0.0,2.0,35,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2010-03-02,2018-02-14,7,95,2906,4.0,Design,1.0,0,1.0,0.20412083333333333,1272057.0,0,3,2
302,303,0,0.0,2.0,37,Kyongnam,1.0,0.0,0.0,1,1.0,Yes,Buddism,2010-03-02,//,9,112,3438,3.0,Design,1.0,0,3.0,0.36737888888888887,1272057.0,1,3,2
303,304,1,1.0,2.0,32,Kyongnam,1.0,0.0,0.0,1,1.0,Yes,Catholic,2010-03-02,2013-09-06,3,42,1284,6.0,Production_Management,1.0,0,0.0,0.3318138888888889,5825926.0,0,1,1
304,305,0,1.0,1.0,37,Kyongnam,1.0,0.0,0.0,1,1.0,Yes,Christian,2010-03-02,//,9,112,3438,3.0,Sales,1.0,0,1.0,0.2759041666666667,6804799.0,1,3,2
305,306,1,0.0,0.0,28,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2010-03-02,2010-06-30,0,3,120,6.0,Sales,1.0,0,0.0,0.7650697222222222,2685591.0,0,0,0
306,307,1,1.0,1.0,34,Metropolitan,0.0,1.0,1.0,1,0.0,No,No,2010-03-02,2013-09-17,3,42,1295,6.0,Design,1.0,0,0.0,4.242041111111111,3732643.0,0,1,1
308,309,0,1.0,2.0,36,Kyongnam,2.0,1.0,1.0,1,1.0,No,No,2010-03-02,//,9,112,3438,3.0,Business_management,1.0,0,0.0,0.20898305555555555,1269556.0,1,3,2
310,311,1,0.0,0.0,31,Kyongnam,0.0,0.0,0.0,1,1.0,No,No,2010-03-02,2011-05-31,1,14,455,6.0,Design,1.0,0,0.0,1.0218138888888888,3521377.0,0,0,0
311,312,1,0.0,0.0,29,Metropolitan,0.0,0.0,0.0,1,0.0,No,No,2010-03-02,2010-09-20,0,6,202,6.0,Sales,1.0,0,0.0,4.330089444444445,15864547.0,0,0,0
312,313,0,1.0,2.0,36,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2010-03-02,//,9,112,3438,3.0,Business_Support,0.0,0,0.0,0.2311461111111111,5821216.0,1,3,2
313,314,1,0.0,0.0,29,Metropolitan,0.0,0.0,0.0,1,0.0,No,No,2010-03-02,2010-09-03,0,6,185,6.0,Sales,1.0,0,0.0,3.831053333333333,14305566.0,0,0,0
314,315,1,0.0,0.0,27,Chungnam,0.0,0.0,0.0,1,0.0,No,No,2010-03-02,2010-10-29,0,7,241,6.0,Technology,1.0,0,0.0,3.155305,11815055.0,0,0,0
315,316,0,1.0,2.0,37,Kyongnam,1.0,0.0,0.0,1,1.0,Yes,Christian,2010-03-02,//,9,112,3438,3.0,Quality_Management,1.0,0,1.0,0.6294936111111111,5086117.0,1,3,2
316,317,1,0.0,1.0,29,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2010-03-02,2013-04-14,3,37,1139,6.0,Business_management,1.0,0,0.0,0.3010041666666667,1267030.0,0,1,1
317,318,1,0.0,0.0,30,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2010-03-02,2012-09-07,2,30,920,6.0,Technology,1.0,0,0.0,0.4198775,1316406.0,0,1,1
318,319,0,0.0,1.0,37,Kyongnam,2.0,1.0,1.0,1,1.0,Yes,Christian,2010-03-02,//,9,112,3438,3.0,Production_Management,1.0,0,0.0,0.25911666666666666,1266749.0,1,3,2
320,321,1,0.0,0.0,26,Kyongbuk,1.0,0.0,0.0,1,1.0,No,No,2010-03-02,2010-08-17,0,5,168,6.0,Production_Management,1.0,0,0.0,1.2754716666666666,4538833.0,0,0,0
321,322,1,0.0,0.0,31,Kyongnam,0.0,1.0,1.0,1,0.0,No,No,2010-03-03,2012-07-13,2,28,863,6.0,Quality_Management,1.0,0,0.0,0.31539833333333334,1182336.0,0,1,1
322,323,0,0.0,1.0,36,Kyongnam,1.0,2.0,1.0,1,1.0,No,No,2010-03-04,//,9,112,3436,3.0,Quality_Management,1.0,0,0.0,0.3677297222222222,4953417.0,1,3,2
323,324,0,0.0,3.0,37,Kyongnam,1.0,1.0,1.0,1,1.0,No,No,2010-03-03,//,9,112,3437,3.0,Production_Management,1.0,0,0.0,0.3374386111111111,1266562.0,1,3,2
324,325,1,0.0,1.0,35,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2010-03-04,2016-02-29,5,71,2188,4.0,Design,1.0,0,1.0,1.1068522222222221,1266562.0,0,3,2
325,326,1,0.0,0.0,23,Kyongnam,0.0,0.0,0.0,0,0.0,No,No,2010-05-17,2012-08-31,2,27,837,6.0,Design,1.0,0,0.0,0.3210897222222222,1039800.0,0,1,1
327,328,1,0.0,0.0,23,Kyongnam,0.0,1.0,1.0,1,0.0,No,No,2010-06-17,2012-09-10,2,26,816,6.0,Business_Support,0.0,0,0.0,0.3350538888888889,1170069.0,0,1,1
328,329,1,2.0,1.0,38,Kyongnam,1.0,0.0,0.0,1,1.0,No,No,2010-06-21,2013-06-30,3,36,1105,4.0,Business_management,1.0,0,0.0,0.25105222222222223,5801379.0,0,1,1
329,330,1,0.0,0.0,47,Metropolitan,2.0,0.0,0.0,1,1.0,No,No,2010-06-08,2012-02-15,1,20,617,1.0,Business_management,1.0,0,0.0,4.337016944444445,15837261.0,0,0,0
