,id,retirement,courier_count,lang_count,age,area,child_count,club_count,club,gender,honey_YN,religion_YN,religion,begin_date,retired_date,working_year,working_month,working_day,position_number,department,main_dep,school_grade,certificate,duration,univ_duration,re_class,re_class2,re_class3
330,331,1,0.0,0.0,58,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2010-06-28,2012-03-20,1,20,631,2.0,Shipping,0.0,0,0.0,0.23058,816536.0,0,0,0
331,332,1,2.0,0.0,31,Metropolitan,0.0,1.0,1.0,0,0.0,No,No,2010-07-01,2015-08-14,5,61,1870,4.0,Business_management,1.0,0,0.0,4.399593888888889,4794635.0,0,3,2
332,333,1,0.0,0.0,34,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2010-07-12,2011-10-14,1,15,459,6.0,Warranty,0.0,0,0.0,0.4746738888888889,1568052.0,0,0,0
333,334,1,0.0,2.0,34,Metropolitan,3.0,0.0,0.0,1,1.0,No,No,2010-07-21,2015-05-31,4,58,1775,4.0,Sales,1.0,0,0.0,4.188008055555556,15367460.0,0,2,2
334,335,1,0.0,0.0,30,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2010-07-21,2011-09-09,1,13,415,6.0,Business_management,1.0,0,0.0,0.8050119444444445,2831529.0,0,0,0
335,336,1,0.0,0.0,28,Kyongnam,0.0,1.0,1.0,1,0.0,No,No,2010-07-21,2013-12-25,3,41,1253,6.0,Production_Management,1.0,0,0.0,0.3418072222222222,2848639.0,0,1,1
336,337,0,3.0,0.0,52,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2010-07-21,//,9,108,3297,3.0,Production_Management,1.0,0,0.0,0.3525711111111111,1151056.0,1,3,2
337,338,1,0.0,0.0,34,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2010-07-21,2011-12-01,1,16,498,6.0,Shipping,0.0,0,0.0,0.3799925,1118326.0,0,0,0
339,340,1,0.0,0.0,63,Metropolitan,2.0,0.0,0.0,1,1.0,No,No,2010-08-02,2012-02-15,1,18,562,1.0,Business_management,1.0,0,0.0,4.071579166666667,15092414.0,0,0,0
341,342,1,0.0,0.0,34,Kyongnam,1.0,1.0,1.0,1,1.0,No,No,2010-08-04,2012-02-24,1,18,569,4.0,Production_Management,1.0,0,0.0,0.3192186111111111,1114699.0,0,0,0
342,343,0,2.0,0.0,41,Kyongnam,0.0,0.0,0.0,1,0.0,Yes,Buddism,2010-08-09,//,9,107,3278,3.0,Production_Management,1.0,0,0.0,0.1948175,3564319.0,1,3,2
344,345,1,0.0,0.0,24,Kyongnam,0.0,0.0,0.0,0,0.0,No,No,2010-09-01,2010-10-01,0,1,30,6.0,Production_Management,1.0,0,0.0,0.2592291666666667,805906.0,0,0,0
345,346,0,2.0,0.0,41,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2010-09-06,//,9,106,3250,3.0,Purchasing,0.0,0,0.0,0.8455830555555556,5019331.0,1,3,2
346,347,1,0.0,0.0,35,Kyongnam,1.0,0.0,0.0,1,1.0,No,No,2010-09-06,2011-09-20,1,12,379,6.0,Production_Management,1.0,0,0.0,0.5360952777777778,1819561.0,0,0,0
347,348,1,2.0,0.0,37,Kyongnam,0.0,0.0,0.0,1,0.0,Yes,Buddism,2010-09-13,2019-04-30,8,103,3151,4.0,Purchasing,0.0,0,0.0,0.3241127777777778,915452.0,1,3,2
348,349,1,2.0,2.0,31,Kyongnam,1.0,0.0,0.0,1,1.0,No,No,2010-09-29,2014-03-14,3,41,1262,4.0,Quality_Management,1.0,0,0.0,0.5132919444444445,1265900.0,0,1,1
349,350,1,0.0,0.0,35,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2010-09-29,2010-12-27,0,2,89,6.0,Production_Management,1.0,0,0.0,0.17349833333333334,622460.0,0,0,0
350,351,1,0.0,0.0,25,Kyongnam,0.0,1.0,1.0,0,0.0,No,No,2010-10-21,2017-06-30,6,80,2444,6.0,Production_Management,1.0,0,0.0,0.2055611111111111,763565.0,0,3,2
351,352,1,0.0,0.0,22,Kyongnam,0.0,1.0,1.0,0,0.0,No,No,2010-10-21,2014-08-31,3,46,1410,6.0,Quality_Management,1.0,0,0.0,0.30090666666666666,763565.0,0,1,1
352,353,1,0.0,0.0,19,Kyongnam,0.0,0.0,0.0,0,0.0,No,No,2010-10-21,2011-03-20,0,4,150,6.0,Warranty,0.0,0,0.0,0.44889444444444443,1504973.0,0,0,0
353,354,1,0.0,0.0,60,Kyongnam,0.0,0.0,0.0,1,1.0,No,No,2010-10-25,2011-03-10,0,4,136,2.0,Shipping,0.0,0,0.0,0.6930452777777778,2341874.0,0,0,0
354,355,1,2.0,0.0,33,Kyongnam,1.0,2.0,1.0,1,1.0,No,No,2010-11-01,2013-12-06,3,37,1131,4.0,Quality_Management,1.0,0,0.0,0.21052333333333334,1149242.0,0,1,1
356,357,1,0.0,0.0,32,Metropolitan,0.0,0.0,0.0,1,0.0,No,No,2010-11-01,2010-12-07,0,1,36,4.0,Design,1.0,0,0.0,4.282505,15302171.0,0,0,0
357,358,1,0.0,0.0,31,Kyongnam,0.0,0.0,0.0,0,0.0,No,No,2010-11-08,2012-07-31,1,20,631,4.0,Sales,1.0,0,0.0,0.2952536111111111,1041765.0,0,0,0
358,359,1,0.0,0.0,23,Kyongnam,0.0,1.0,1.0,1,0.0,No,No,2010-11-08,2013-09-22,2,34,1049,6.0,Production_support,0.0,0,0.0,0.28856166666666666,3008318.0,0,1,1
359,360,1,0.0,0.0,20,Kyongnam,0.0,0.0,0.0,0,0.0,No,No,2010-11-10,2012-09-23,1,22,683,6.0,Production_support,0.0,0,0.0,0.1716902777777778,600903.0,0,0,0
360,361,1,0.0,0.0,24,Kyongnam,0.0,0.0,0.0,0,0.0,No,No,2010-11-01,2011-01-21,0,2,81,6.0,Warranty,0.0,0,0.0,0.6243438888888889,2207479.0,0,0,0
361,362,1,0.0,0.0,25,Metropolitan,0.0,0.0,0.0,0,0.0,No,No,2010-11-22,2010-12-02,0,0,10,6.0,Sales,1.0,0,0.0,4.5089025,16850971.0,0,0,0
363,364,1,0.0,0.0,45,Gangwon,1.0,0.0,0.0,1,0.0,No,No,2010-12-02,2011-09-20,0,9,292,2.0,Warranty,0.0,0,0.0,4.195833055555555,15362246.0,0,0,0
364,365,0,0.0,0.0,37,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2010-12-06,//,9,103,3159,6.0,Production_support,0.0,0,0.0,0.3683430555555556,1963438.0,1,3,2
365,366,1,0.0,0.0,29,Jeonam,0.0,0.0,0.0,0,0.0,No,No,2010-11-21,2011-05-20,0,5,180,6.0,Business_management,1.0,0,0.0,2.7275358333333335,9830964.0,0,0,0
368,369,1,0.0,0.0,39,Metropolitan,0.0,0.0,0.0,1,0.0,No,No,2010-12-31,2011-03-24,0,2,83,6.0,Business_Support,0.0,0,0.0,4.414015555555555,16525493.0,0,0,0
370,371,1,0.0,0.0,26,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-01-03,2012-11-20,1,22,687,6.0,Production_support,0.0,0,0.0,0.3192186111111111,3315441.0,0,0,0
371,372,1,3.0,0.0,35,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2011-01-03,2013-11-20,2,34,1052,3.0,Technology,1.0,0,0.0,0.19812888888888888,1265900.0,0,1,1
373,374,0,1.0,1.0,40,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2011-01-24,//,8,102,3110,2.0,Design,1.0,0,0.0,0.39010083333333334,1265900.0,1,3,2
374,375,1,0.0,0.0,50,Metropolitan,2.0,0.0,0.0,1,1.0,No,No,2011-02-07,2012-02-15,1,12,373,1.0,Business_management,1.0,0,0.0,4.2854680555555555,16007383.0,0,0,0
375,376,1,9.0,0.0,52,Metropolitan,2.0,1.0,1.0,1,1.0,No,No,2011-02-07,2017-06-30,6,76,2335,1.0,Sales,1.0,0,0.0,4.519794722222223,14814170.0,0,3,2
377,378,1,2.0,0.0,34,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2011-02-16,2012-12-07,1,21,660,4.0,Quality_Management,1.0,1,0.0,0.2377063888888889,15926658.0,0,0,0
378,379,0,1.0,0.0,29,Kyongnam,0.0,4.0,1.0,0,0.0,No,No,2011-02-21,//,8,101,3082,5.0,Quality_Management,1.0,0,0.0,1.8402327777777778,6345972.0,1,3,2
379,380,1,0.0,0.0,35,Metropolitan,1.0,0.0,0.0,1,1.0,No,No,2011-02-21,2012-03-18,1,12,391,4.0,Business_management,1.0,0,0.0,4.3755202777777775,15847542.0,0,0,0
380,381,1,0.0,0.0,35,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-02-21,2012-01-29,0,11,342,4.0,Business_management,1.0,0,0.0,0.8377594444444444,3059827.0,0,0,0
381,382,0,1.0,0.0,35,Kyongnam,0.0,2.0,1.0,1,0.0,No,No,2011-02-24,//,8,101,3079,4.0,Quality_Management,1.0,0,0.0,1.3407077777777778,27668913.0,1,3,2
382,383,1,0.0,0.0,30,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-03-02,2011-09-02,0,6,184,6.0,Design,1.0,0,0.0,1.4917780555555555,5469106.0,0,0,0
384,385,1,3.0,0.0,37,Metropolitan,1.0,1.0,1.0,1,1.0,No,No,2011-03-02,2013-03-17,2,24,746,3.0,Business_Support,0.0,0,0.0,4.3132930555555555,16413633.0,0,1,1
387,388,1,1.0,0.0,43,Metropolitan,2.0,1.0,1.0,1,1.0,No,No,2011-03-28,2013-04-07,2,24,741,2.0,Business_management,1.0,0,0.0,4.3285905555555555,16067416.0,0,1,1
389,390,1,2.0,0.0,29,Kyongnam,0.0,1.0,1.0,0,0.0,No,No,2011-03-28,2016-06-01,5,62,1892,4.0,Design,1.0,0,0.0,0.2476838888888889,2205737.0,0,3,2
390,391,0,1.0,0.0,36,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-03-31,//,8,100,3044,4.0,Production_support,0.0,0,0.0,1.088883611111111,5018602.0,1,3,2
392,393,1,0.0,0.0,36,Metropolitan,0.0,0.0,0.0,1,0.0,No,No,2011-04-04,2011-05-11,0,1,37,2.0,Sales,1.0,0,0.0,4.1472452777777775,15273866.0,0,0,0
393,394,1,4.0,0.0,39,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-04-04,2015-02-28,3,46,1426,2.0,Design,1.0,0,0.0,2.2857202777777776,7816507.0,0,1,1
394,395,1,3.0,1.0,39,Chungnam,0.0,0.0,0.0,1,0.0,No,No,2011-04-04,2015-04-30,4,48,1487,2.0,Business_management,1.0,0,0.0,3.468616111111111,14576182.0,0,2,2
395,396,1,3.0,0.0,68,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2011-04-04,2016-04-30,5,60,1853,2.0,Research,0.0,0,0.0,1.29732,16032384.0,0,3,2
396,397,1,0.0,0.0,32,Metropolitan,0.0,0.0,0.0,1,0.0,No,No,2011-04-04,2011-07-14,0,3,101,6.0,Warranty,0.0,0,0.0,4.085718055555556,15330898.0,0,0,0
398,399,1,0.0,0.0,41,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-04-18,2011-04-20,0,0,2,3.0,Production_Management,1.0,0,0.0,0.25616361111111113,877860.0,0,0,0
399,400,0,4.0,0.0,43,Kyongnam,1.0,1.0,1.0,1,1.0,No,No,2011-04-21,//,8,99,3023,2.0,Business_Support,0.0,0,0.0,0.36194611111111114,8155098.0,1,3,2
400,401,0,0.0,2.0,34,Kyongnam,2.0,2.0,1.0,1,1.0,No,No,2011-04-21,//,8,99,3023,4.0,Business_Support,0.0,0,0.0,0.3426438888888889,13308724.0,1,3,2
401,402,0,5.0,0.0,40,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2011-04-25,//,8,99,3019,3.0,Production_support,0.0,0,0.0,0.4808202777777778,1141929.0,1,3,2
402,403,0,2.0,0.0,41,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-04-25,//,8,99,3019,4.0,Production_support,0.0,0,0.0,0.5251091666666666,16137588.0,1,3,2
403,404,1,0.0,0.0,28,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-05-02,2011-10-05,0,5,156,6.0,Design,1.0,0,0.0,0.34931305555555553,1102293.0,0,0,0
404,405,1,0.0,0.0,32,Kyongnam,1.0,0.0,0.0,1,1.0,No,No,2011-05-02,2011-10-20,0,5,171,4.0,Production_Management,1.0,0,0.0,0.35043305555555554,1180176.0,0,0,0
406,407,1,0.0,0.0,19,Kyongnam,0.0,0.0,0.0,0,0.0,No,No,2011-05-02,2011-12-20,0,7,232,6.0,Purchasing,0.0,0,0.0,0.8374691666666667,3059098.0,0,0,0
407,408,1,0.0,0.0,66,Metropolitan,0.0,0.0,0.0,1,1.0,No,No,2011-05-02,2012-02-21,0,9,295,1.0,Business_management,1.0,0,0.0,4.015653333333334,14751319.0,0,0,0
408,409,1,2.0,0.0,28,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-05-13,2013-06-10,2,24,759,6.0,Production_support,0.0,0,0.0,0.2749138888888889,1141929.0,0,1,1
409,410,1,3.0,1.0,39,Metropolitan,0.0,0.0,0.0,1,0.0,No,No,2011-05-13,2017-06-15,6,73,2225,2.0,Business_Support,0.0,1,0.0,4.450249166666667,15786136.0,0,3,2
414,415,1,1.0,0.0,35,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-05-23,2013-10-31,2,29,892,4.0,Production_Management,1.0,0,0.0,0.23846944444444446,6535275.0,0,1,1
415,416,1,1.0,1.0,40,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2011-05-30,2018-02-19,6,80,2457,3.0,Quality_Management,1.0,0,0.0,0.44753,1265900.0,0,3,2
416,417,1,0.0,0.0,30,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-05-30,2011-09-02,0,3,95,6.0,Production_Management,1.0,0,0.0,0.33077527777777777,1218941.0,0,0,0
417,418,1,0.0,0.0,48,Chungbuk,2.0,0.0,0.0,1,1.0,No,No,2011-05-23,2012-02-15,0,8,268,1.0,Business_management,1.0,0,0.0,2.9472022222222223,10510793.0,0,0,0
419,420,1,4.0,0.0,50,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2007-09-27,2012-10-10,5,60,1840,3.0,Production_support,0.0,0,0.0,0.7774780555555556,5403402.0,0,3,2
420,421,0,2.0,0.0,57,Kyongnam,3.0,0.0,0.0,1,1.0,No,No,2008-12-09,//,11,127,3886,4.0,Business_Support,0.0,0,0.0,0.31407416666666665,1132813.0,1,3,2
421,422,1,0.0,0.0,51,Kyongnam,3.0,0.0,0.0,1,1.0,No,No,2010-04-01,2013-10-25,3,42,1303,6.0,Production_support,0.0,0,0.0,0.37574555555555555,859182.0,0,1,1
422,423,1,0.0,0.0,32,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2009-11-23,2013-07-11,3,43,1326,6.0,Production_support,0.0,0,0.0,0.27345055555555553,12843908.0,0,1,1
423,424,1,0.0,0.0,51,Kyongnam,2.0,0.0,0.0,1,0.0,No,No,2008-06-16,2013-03-20,4,57,1738,6.0,Production_support,0.0,0,0.0,0.30085666666666666,1036949.0,0,2,2
425,426,1,0.0,0.0,25,Kyongnam,0.0,1.0,1.0,1,0.0,No,No,2011-06-07,2014-10-31,3,40,1242,6.0,Production_support,0.0,0,0.0,0.6400675,2245193.0,0,1,1
427,428,1,0.0,0.0,51,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-06-02,2011-08-01,0,1,60,1.0,Business_management,1.0,0,0.0,0.8383027777777777,3058227.0,0,0,0
428,429,1,0.0,0.0,46,Chungnam,0.0,0.0,0.0,1,0.0,No,No,2011-06-02,2011-07-20,0,1,48,1.0,Business_management,1.0,0,0.0,3.019499722222222,11346979.0,0,0,0
429,430,1,0.0,0.0,51,Metropolitan,0.0,0.0,0.0,1,0.0,No,No,2011-06-02,2012-02-15,0,8,258,1.0,Business_management,1.0,0,0.0,4.151922777777778,15319532.0,0,0,0
430,431,1,0.0,0.0,46,Metropolitan,3.0,0.0,0.0,1,1.0,No,No,2011-06-02,2012-02-15,0,8,258,2.0,Business_management,1.0,0,0.0,4.489814722222222,16781696.0,0,0,0
432,433,1,0.0,0.0,34,Kyongnam,0.0,0.0,0.0,1,1.0,No,No,2011-06-16,2011-11-07,0,4,144,3.0,Business_management,1.0,0,0.0,1.00619,3492385.0,0,0,0
433,434,1,0.0,0.0,31,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-06-27,2011-07-31,0,1,34,6.0,Financial_management,0.0,0,0.0,0.4688288888888889,1541900.0,0,0,0
434,435,1,0.0,0.0,37,Metropolitan,0.0,0.0,0.0,1,0.0,No,No,2011-06-21,2012-02-16,0,7,240,2.0,Business_management,1.0,0,0.0,4.099975277777777,15019948.0,0,0,0
436,437,0,2.0,0.0,45,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2011-07-04,//,8,96,2949,3.0,Production_support,0.0,0,0.0,0.4312925,5289632.0,1,3,2
437,438,1,3.0,0.0,43,Kyongnam,2.0,1.0,1.0,1,1.0,No,No,2011-07-04,2019-07-30,8,96,2948,4.0,Production_support,0.0,0,0.0,0.4855786111111111,1265900.0,1,3,2
438,439,1,0.0,0.0,43,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2011-07-06,2012-02-15,0,7,224,2.0,Business_management,1.0,0,0.0,0.9376152777777778,3362704.0,0,0,0
439,440,1,0.0,0.0,51,Metropolitan,1.0,0.0,0.0,1,1.0,No,No,2011-07-11,2011-09-30,0,2,81,2.0,Business_management,1.0,0,0.0,4.118869722222223,15078138.0,0,0,0
440,441,0,4.0,0.0,49,Kyongnam,3.0,0.0,0.0,1,1.0,No,No,2011-07-11,//,8,96,2942,6.0,Production_Management,1.0,0,0.0,0.2805141666666667,1308383.0,1,3,2
441,442,1,4.0,0.0,35,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-07-11,2012-11-16,1,16,494,6.0,Production_support,0.0,0,0.0,0.8290669444444444,2879898.0,0,0,0
443,444,1,0.0,0.0,26,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-07-11,2011-07-13,0,0,2,6.0,Shipping,0.0,0,0.0,0.9887502777777778,3100508.0,0,0,0
444,445,1,0.0,0.0,30,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-07-13,2011-11-01,0,3,111,6.0,Shipping,0.0,0,0.0,0.2277575,757755.0,0,0,0
445,446,1,0.0,0.0,32,Metropolitan,0.0,0.0,0.0,1,0.0,No,No,2011-07-13,2011-08-08,0,0,26,6.0,Business_management,1.0,0,0.0,4.241429444444444,15437550.0,0,0,0
446,447,1,0.0,0.0,32,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-07-13,2011-07-19,0,0,6,6.0,Production_Management,1.0,0,0.0,0.8291197222222222,2815450.0,0,0,0
447,448,0,0.0,1.0,34,Kyongnam,1.0,0.0,0.0,1,1.0,No,No,2011-07-13,//,8,96,2940,4.0,Technology,1.0,1,0.0,0.3725030555555556,15685887.0,1,3,2
449,450,1,0.0,0.0,27,Kyongbuk,0.0,0.0,0.0,1,0.0,No,No,2011-07-13,2012-02-29,0,7,231,6.0,Sales,1.0,0,0.0,1.0387608333333334,3799403.0,0,0,0
450,451,1,0.0,0.0,27,Kyongnam,0.0,0.0,0.0,1,1.0,No,No,2011-07-13,2011-12-19,0,5,159,6.0,Production_Management,1.0,0,0.0,0.3239436111111111,1089775.0,0,0,0
452,453,0,0.0,1.0,35,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-07-13,//,8,96,2940,4.0,Design,1.0,0,0.0,0.28737416666666665,3873869.0,1,3,2
454,455,1,0.0,0.0,35,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-07-18,2011-12-01,0,4,136,4.0,Production_Management,1.0,0,0.0,0.4017072222222222,1361513.0,0,0,0
455,456,1,4.0,0.0,32,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-07-18,2013-03-31,1,20,622,6.0,Design,1.0,0,0.0,0.2883338888888889,6351480.0,0,0,0
457,458,1,3.0,0.0,39,Kyongnam,1.0,0.0,0.0,1,1.0,Yes,Christian,2011-07-25,2015-12-21,4,52,1610,3.0,Business_management,1.0,0,0.0,0.3395625,1265900.0,0,2,2
458,459,1,0.0,0.0,31,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-07-25,2012-01-04,0,5,163,6.0,Production_Management,1.0,0,0.0,0.9922705555555555,3478286.0,0,0,0
459,460,1,0.0,0.0,31,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-07-25,2011-08-08,0,0,14,6.0,Shipping,0.0,0,0.0,0.7774930555555556,2723217.0,0,0,0
460,461,1,2.0,0.0,29,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-07-26,2013-03-17,1,19,600,6.0,Production_support,0.0,0,0.0,1.0999786111111112,4410810.0,0,0,0
461,462,1,0.0,0.0,51,Metropolitan,0.0,0.0,0.0,1,0.0,No,No,2011-08-03,2012-02-15,0,6,196,1.0,Business_management,1.0,0,0.0,4.113685833333333,15124702.0,0,0,0
462,463,1,0.0,0.0,54,Metropolitan,3.0,0.0,0.0,1,1.0,No,No,2011-08-16,2012-02-15,0,5,183,1.0,Business_management,1.0,0,0.0,4.340660555555556,16090061.0,0,0,0
463,464,1,0.0,0.0,33,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-08-08,2011-08-12,0,0,4,6.0,Shipping,0.0,0,0.0,0.3777497222222222,1139629.0,0,0,0
464,465,1,3.0,0.0,39,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2011-08-08,2013-05-05,1,20,636,4.0,Production_Management,1.0,0,0.0,0.3213316666666667,908555.0,0,0,0
465,466,0,0.0,0.0,35,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-08-09,//,8,95,2913,4.0,Sales,1.0,0,0.0,0.28856916666666665,1265900.0,1,3,2
466,467,0,0.0,0.0,35,Kyongnam,1.0,0.0,0.0,1,1.0,No,No,2011-08-10,//,8,95,2912,4.0,Sales,1.0,0,0.0,0.39960111111111113,1265900.0,1,3,2
467,468,1,0.0,0.0,31,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-08-19,2011-10-25,0,2,67,6.0,Warranty,0.0,0,0.0,0.7321152777777777,2571743.0,0,0,0
468,469,1,0.0,0.0,32,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-08-22,2012-06-30,0,10,313,6.0,Design,1.0,0,0.0,0.3245063888888889,1098541.0,0,0,0
470,471,1,0.0,0.0,21,Kyongnam,0.0,1.0,1.0,0,0.0,No,No,2011-08-22,2014-01-12,2,28,874,6.0,Production_support,0.0,0,0.0,0.23699444444444445,771633.0,0,1,1
471,472,1,2.0,0.0,26,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-09-01,2012-10-05,1,13,400,6.0,Purchasing,0.0,0,0.0,0.30433194444444445,1141554.0,0,0,0
472,473,1,1.0,3.0,32,Kyongnam,0.0,0.0,0.0,1,1.0,No,No,2011-09-05,2014-03-20,2,30,927,6.0,Business_management,1.0,0,0.0,0.4309936111111111,2848074.0,0,1,1
474,475,1,0.0,0.0,22,Kyongbuk,0.0,1.0,1.0,1,0.0,No,No,2011-09-19,2014-07-31,2,34,1046,6.0,Production_support,0.0,0,0.0,1.9189413888888889,7019406.0,0,1,1
476,477,1,5.0,1.0,41,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2011-09-21,2018-01-12,6,75,2305,3.0,Sales,1.0,0,0.0,0.32847055555555554,5554687.0,0,3,2
477,478,1,1.0,0.0,29,Kyongnam,0.0,1.0,1.0,0,0.0,Yes,Christian,2011-09-21,2015-08-31,3,47,1440,6.0,Sales,1.0,0,0.0,0.20820444444444444,2831327.0,0,1,1
478,479,1,0.0,0.0,23,Kyongnam,0.0,0.0,0.0,0,0.0,No,No,2011-09-21,2012-03-31,0,6,192,6.0,Design,1.0,0,0.0,1.20646,4463258.0,0,0,0
481,482,1,0.0,0.0,41,Kyongnam,2.0,0.0,0.0,1,1.0,No,No,2011-10-04,2011-12-18,0,2,75,2.0,Business_management,1.0,0,0.0,0.46938555555555556,1537325.0,0,0,0
482,483,1,3.0,0.0,44,Kyongnam,0.0,1.0,1.0,1,0.0,No,No,2011-10-10,2015-01-12,3,39,1190,2.0,Production_Management,1.0,0,0.0,0.3052011111111111,2831249.0,0,1,1
483,484,1,5.0,0.0,43,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-10-10,2013-12-31,2,26,813,2.0,Production_Management,1.0,0,0.0,0.362795,5744813.0,0,1,1
484,485,1,2.0,0.0,35,Kyongbuk,2.0,0.0,0.0,1,1.0,Yes,Buddism,2011-10-10,2016-04-30,4,54,1664,3.0,Business_Support,0.0,0,0.0,0.9854177777777777,8167371.0,0,2,2
485,486,1,0.0,0.0,34,Kyongnam,0.0,0.0,0.0,1,0.0,No,No,2011-10-10,2012-05-31,0,7,234,4.0,Production_Management,1.0,0,0.0,0.23664833333333332,784493.0,0,0,0
486,487,0,1.0,3.0,35,Kyongnam,1.0,0.0,0.0,1,1.0,No,No,2011-10-10,//,8,93,2851,3.0,Business_management,1.0,0,0.0,0.19543722222222223,16424498.0,1,3,2
487,488,0,2.0,1.0,38,Kyongnam,1.0,0.0,0.0,1,0.0,Yes,Buddism,2011-10-17,//,8,93,2844,3.0,Design,1.0,1,0.0,1.184071111111111,5472291.0,1,3,2
488,489,1,3.0,0.0,37,Kyongbuk,0.0,0.0,0.0,1,0.0,No,No,2011-10-24,2015-11-30,4,49,1498,4.0,Quality_Management,1.0,0,0.0,1.5399983333333334,11969667.0,0,2,2
489,490,1,1.0,0.0,32,Kyongnam,0.0,0.0,0.0,1,1.0,No,No,2011-10-24,2014-10-31,3,36,1103,4.0,Quality_Management,1.0,0,0.0,0.2583858333333333,1265900.0,0,1,1
490,491,1,0.0,0.0,19,Kyongnam,0.0,1.0,1.0,0,0.0,No,No,2011-10-24,2013-03-18,1,16,511,6.0,Production_Management,1.0,0,0.0,0.38599194444444446,771897.0,0,0,0
491,492,1,13.0,0.0,57,Metropolitan,2.0,0.0,0.0,1,1.0,No,No,2011-10-27,2012-10-26,0,11,365,1.0,Production_Management,1.0,0,0.0,4.342891111111111,12497921.0,0,0,0
492,493,0,5.0,0.0,37,Kyongnam,1.0,2.0,1.0,1,1.0,Yes,Buddism,2011-10-31,//,8,93,2830,3.0,Quality_Management,1.0,0,0.0,0.21066194444444444,2878539.0,1,3,2
493,494,1,0.0,0.0,41,Metropolitan,0.0,0.0,0.0,1,0.0,No,No,2011-11-01,2012-03-31,0,4,151,1.0,Business_Support,0.0,0,0.0,4.324687222222222,15875857.0,0,0,0
494,495,1,4.0,0.0,43,Metropolitan,2.0,1.0,1.0,1,1.0,No,No,2011-11-01,2014-03-25,2,28,875,2.0,Design,1.0,0,0.0,4.390937222222222,11438454.0,0,1,1
495,496,0,2.0,0.0,38,Kyongnam,0.0,0.0,0.0,1,0.0,Yes,Buddism,2011-11-07,//,8,92,2823,3.0,Business_management,1.0,0,0.0,0.26632,3875279.0,1,3,2
496,497,1,1.0,0.0,35,Kyongnam,0.0,0.0,0.0,1,1.0,Yes,Catholic,2011-11-07,2015-03-31,3,40,1240,4.0,Business_management,1.0,0,0.0,0.6361052777777778,2878539.0,0,1,1
497,498,1,1.0,1.0,35,Kyongnam,0.0,0.0,0.0,1,0.0,Yes,Buddism,2011-11-14,2015-10-31,3,47,1447,4.0,Business_Support,0.0,0,0.0,0.3657127777777778,1265900.0,0,1,1
